name,created,source,address,rating,number_of_reviews,location_point,about,tags,main_photo_url,order_page,curated,is_free,price
Flak Tower III Humboldthain,2021-10-28 09:50:14,GoogleMaps,"Hochstraße 5, 13357 Berlin, Germany",4.5,1478,"('SRID=4326;POINT (13.385083499999999 52.5474939)',)","Anti-aircraft gun tower from WWII. Remains of a World War II anti-aircraft gun blockhouse tower, with city views & tours available.",Historic Sites,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Wien_-_Flakturm_Augarten_%281%29.JPG/800px-Wien_-_Flakturm_Augarten_%281%29.JPG?1635854651145,,FALSE,TRUE,
Fort Hahneberg,2021-10-28 09:50:20,GoogleMaps,"Hahnebergweg 50, 13591 Berlin, Germany",4.6,275,"('SRID=4326;POINT (13.139247 52.522205)',)","One of the last Prussian style fortifications in Germany, open with guided tours.",Historic Sites,https://lh5.googleusercontent.com/p/AF1QipNik7_dndGavV6i5DyfJNNB2cXfi5myCMk_o0oJ=w732-h552-k-no,,FALSE,TRUE,
Berlin Wall,2021-10-28 09:50:08,GoogleMaps,"Niederkirchnerstraße 1, 10117 Berlin, Germany",4.6,3042,"('SRID=4326;POINT (13.3835061 52.507181499999994)',)","Preserved strip of the Cold War barrier. Graffiti-covered remains of a Cold War barrier that divided the city, now a historical monument.",Historic Sites,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Berlin_wall_holes.jpg/640px-Berlin_wall_holes.jpg?1635425733961,,FALSE,TRUE,
Lustgarten,2021-10-28 09:52:32,GoogleMaps,"Unter den Linden 1, 10178 Berlin, Germany",4.6,8041,"('SRID=4326;POINT (13.399199999999999 52.518699999999995)',)","Public park with lawns & fountains. The one-time kitchen garden for the city palace, retaining its 19th-century appearance.","Architecture, Urban Parks",https://lh5.googleusercontent.com/p/AF1QipN3bHW7i4Lj5uBPvkaFTcOGnIgXhlgiT5azotE_=w732-h552-k-no,,FALSE,TRUE,
Marie-Elisabeth-Lüders-Haus,2021-10-28 09:52:47,GoogleMaps,"Adele-Schreiber-Krieger-Straße 1, 10117 Berlin, Germany",4.4,168,"('SRID=4326;POINT (13.378493299999999 52.5197077)',)","Grand government building on the Spree. Striking parliament building completed in 2003, with a grand staircase down to the Spree riverbank.",Architecture,https://lh5.googleusercontent.com/p/AF1QipP9OB1YF4pUpJ37HwTBNJNpSpIixDcacQhT_qdh=w732-h552-k-no,,FALSE,TRUE,
Märkisches Museum,2021-10-28 09:52:35,GoogleMaps,"Am Köllnischen Park 5, 10179 Berlin, Germany",4.4,1251,"('SRID=4326;POINT (13.4150118 52.5136027)',)","Museum of Berlin's history & culture. Riverside museum with archaeological artifacts plus displays on life, art & culture in Berlin.","Architecture, Museums, Culture",https://lh5.googleusercontent.com/p/AF1QipP940WPcbcmsoxFCCJPhrGECBIy5lHSHfcFDFVs=w858-h552-k-no,,FALSE,TRUE,
Martin-Gropius-Bau,2021-10-28 09:52:32,GoogleMaps,"Niederkirchnerstraße 7, 10963 Berlin, Germany",4.5,3061,"('SRID=4326;POINT (13.3818647 52.507024699999995)',)","Exhibition hall & cultural venue. 19th-century hall & culture center for exhibitions of contemporary art, photography & archaeology.","Architecture, Museums, Art",https://lh5.googleusercontent.com/p/AF1QipNQIr3qU2xwD6hv0gBuaHgp7YBQ3pLLwquM-2Cb=w732-h552-k-no,,FALSE,TRUE,
Pankow Museum - Heynstraße location,2021-10-28 09:55:58,GoogleMaps,"Heynstraße 8, 13187 Berlin, Germany",4.8,90,"('SRID=4326;POINT (13.402545199999999 52.5643052)',)",Local History Museum.,"Museums, Culture",https://lh5.googleusercontent.com/p/AF1QipPnbGSZNjJV0FlxIMB_DgRsal1RNIIv-uKZap7r=w480-h636-k-no,,FALSE,TRUE,
Anti-Kriegs-Museum,2021-10-28 09:55:56,GoogleMaps,"Brüsseler Str. 21, 13353 Berlin, Germany",4.7,96,"('SRID=4326;POINT (13.3479864 52.5460018)',)",Small museum about the horrors of war.,"Museums, Historic Sites",https://lh5.googleusercontent.com/p/AF1QipNOVa-qO-QBx_tDdKiOvLosWjcowd-aSClzNIVU=w732-h552-k-no,,FALSE,TRUE,
Memorial to the Murdered Jews of Europe,2021-10-28 09:50:08,GoogleMaps,"Cora-Berliner-Straße 1, 10117 Berlin, Germany",4.6,39846,"('SRID=4326;POINT (13.3787127 52.5139474)',)","2,711 columns commemorating Holocaust. 2,711 columns forming a vast mazelike Holocaust memorial, with an underground exhibition room.","Historic Sites, Popular, Art, Architecture",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/After_All_There%27s_Hope_%2827621439845%29.jpg/400px-After_All_There%27s_Hope_%2827621439845%29.jpg,,FALSE,TRUE,
Zille Museum,2021-10-28 09:55:51,GoogleMaps,"Propststraße 11, 10178 Berlin, Germany",4.4,99,"('SRID=4326;POINT (13.4063743 52.5165083)',)",Museum dedicated to the art of Heinrich Zille.,Art,https://lh5.googleusercontent.com/p/AF1QipMST8T_f0wSyrt-pLlLM4RPzcRJtc5POerATmmw=w480-h720-k-no,,FALSE,TRUE,
Tränenpalast,2021-10-28 09:50:08,GoogleMaps,"Reichstagufer 17, 10117 Berlin, Germany",4.6,3668,"('SRID=4326;POINT (13.3869829 52.520770999999996)',)","Exhibition on life in the divided Berlin. An old border crossing point, now housing a permanent exhibition on daily life in divided Germany.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNvG7B3Yu0oxdsfDPS4g_cSQEPQTrEur3FNYcfZ=w846-h552-k-no,,FALSE,TRUE,
Reichstag Building,2021-10-28 09:50:08,GoogleMaps,"Platz der Republik 1, 11011 Berlin, Germany",4.6,7661,"('SRID=4326;POINT (13.376187199999999 52.5186202)',)","Historic, glass-domed home of parliament. Neo-Renaissance parliament building topped by a Norman Foster glass dome with 360-degree city views.","Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNkWnMgk5kxcb494R4qql8yyUTVv2t5KxD5v6_Y=w732-h552-k-no,,FALSE,TRUE,
Memorial and Museum of Sachsenhausen,2021-10-28 09:59:03,GoogleMaps,"Str. d. Nationen 22, 16515 Oranienburg, Germany",4.6,11655,"('SRID=4326;POINT (13.2624754 52.767081)',)","Memorial museum at former prison camp. Museum on the site of Nazi concentration & Soviet prison camps, with guided tours.","Historic Sites, Popular",https://www.sachsenhausen-sbg.de/fileadmin/_processed_/9/c/csm_02_05-09-2015_109_eddec03a73.jpg,,FALSE,TRUE,
Berlin Wall Memorial,2021-10-28 09:50:08,GoogleMaps,"Bernauer Str. 111, 13355 Berlin, Germany",4.6,33662,"('SRID=4326;POINT (13.3901898 52.535052099999994)',)",Conserved part of city wall & exhibition. Commemorative stretch of the historic divide with a preserved section of original wall and memorial.,"Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipNphvShvjubOz2xHHekd6iAXKTwFvrYstb6A1Ap=w732-h552-k-no,,FALSE,TRUE,
Checkpoint Charlie,2021-10-28 09:50:08,GoogleMaps,"Friedrichstraße 43-45, 10117 Berlin, Germany",4,61938,"('SRID=4326;POINT (13.3903913 52.5074434)',)",Cold war & east-west border landmark. Landmark boundary marking east & west Berlin with a white sentry guard house & cobbled border line.,"Historic Sites, Popular",https://lh5.googleusercontent.com/p/AF1QipOF6aA2CngUSWdeVtdREehTH9gtOtlNzQZykekh=w480-h636-k-no,,FALSE,TRUE,
Museum Europäischer Kulturen,2021-10-28 09:53:03,GoogleMaps,"Arnimallee 25, 14195 Berlin, Germany",4,367,"('SRID=4326;POINT (13.2920877 52.4568072)',)","3 museums with international artifacts. Modern museum complex housing 3 separate collections of Ethnology, Asian art & European cultures.","Museums, Art, Historic Sites",https://lh5.googleusercontent.com/p/AF1QipNJE9FUuzEWxig1oE1lt65LYmen2ZcOJzJ1IwZN=w780-h552-k-no,,FALSE,TRUE,
Museum for Communication Berlin,2021-10-28 09:52:38,GoogleMaps,"Leipziger Str. 16, 10117 Berlin, Germany",4.4,1924,"('SRID=4326;POINT (13.3873529 52.509963899999995)',)",Communications & post office museum. Displays from telephones to computer technology in 19th-century post office & communications museum.,"Architecture, Museums",https://lh5.googleusercontent.com/p/AF1QipNCQSQ0zeJ11NN_2d4SW2cIrj2RjfiGpHk4E8a1=w978-h552-k-no,,FALSE,TRUE,
East Side Gallery,2021-10-28 09:50:08,GoogleMaps,"Mühlenstraße 3-100, 10243 Berlin, Germany",4.6,39688,"('SRID=4326;POINT (13.4396952 52.505022399999994)',)",Section of Berlin Wall for street art. Conserved graffiti project by 118 artists covering part of the Berlin Wall & celebrating its demise.,"Historic Sites, Popular, Art",https://lh5.googleusercontent.com/p/AF1QipNuV0wzcdwM8EASP0-duKmkZhan2wD8VWQriwfb=w978-h552-k-no,,FALSE,TRUE,
Museum für Naturkunde,2021-10-28 09:55:38,GoogleMaps,"Invalidenstraße 43, 10115 Berlin, Germany",4.5,3210,"('SRID=4326;POINT (13.379175499999999 52.5305726)',)","Animal specimens, dinosaurs & meteorites. Natural history museum with displays including dinosaur fossils, meteorites & preserved animals.","Museums, Nature, Architecture",https://www.museumfuernaturkunde.berlin/sites/default/files/styles/mfn_default/public/140926_science_slam_012_fassade_ccarola-radke-mfn.jpg?itok=5U5XNRuU,,FALSE,TRUE,
Marheineke Markthalle,2021-10-28 10:00:24,GoogleMaps,"Marheinekepl. 15, 10961 Berlin, Germany",4.4,5263,"('SRID=4326;POINT (13.3944035 52.489209699999996)',)","Indoor food market with diverse stalls. Under the cover of a roof, small shops offer fruit, vegetables, meats & cheese, plus snacks & meals.",Local Markets,https://lh5.googleusercontent.com/p/AF1QipOyy7DnDwFVujAWp8pmFS2g1jTjudvDcfFGSe6x=w978-h552-k-no,,FALSE,TRUE,
FHXB Friedrichshain-Kreuzberg Museum,2021-10-28 09:55:28,GoogleMaps,"Adalbertstraße 95A, 10999 Berlin, Germany",4.3,188,"('SRID=4326;POINT (13.418253199999999 52.5006146)',)","Local history museum focusing on the borough of Friedrichshain-Kreuzberg in Berlin, Germany.","Museums, Culture",https://lh5.googleusercontent.com/p/AF1QipORycoUs515jYb9n-AlaOZ_fFsI1CXjT99mAgI3=w828-h552-k-no,,FALSE,TRUE,
Erlebnis Europa,2021-10-28 09:59:33,GoogleMaps,"Unter den Linden 78, 10117 Berlin, Germany",4.1,244,"('SRID=4326;POINT (13.3802667 52.5167436)',)","A virtual trip through Europe and the European Union. Interactive media stations offer a playful way of getting to know what the EU is, how it functions and how its citizens may influence its actions.",Museums,https://lh5.googleusercontent.com/p/AF1QipMrHdNslRsVjy3Vthqcf4gVlLFkBcez312viIZG=w552-h552-k-no,,FALSE,TRUE,
Werkbundarchiv – museum of things,2021-10-28 09:55:29,GoogleMaps,"Oranienstraße 25, 10999 Berlin, Germany",4.4,245,"('SRID=4326;POINT (13.420656399999999 52.5010652)',)",Cultural exhibits of mass-produced items. Small museum spotlighting mass production & industrial manufacturing in the 20th & 21st centuries.,"Museums, Culture",https://lh5.googleusercontent.com/p/AF1QipPTIzImvv-yzSnnFWSXj3WN2heyta7sWFR5ZMVa=w732-h552-k-no,,FALSE,TRUE,
Museum Knoblauchhaus,2021-10-28 09:52:38,GoogleMaps,"Poststraße 23, 10178 Berlin, Germany",4.5,192,"('SRID=4326;POINT (13.406970099999999 52.5163989)',)",The Knoblauchhaus is a museum devoted to the Biedermeier era in Berlin.,Architecture,https://lh5.googleusercontent.com/p/AF1QipOgBmW7cSOWr1Psu8Uu-V0xtkv6erMa_I8UPhe-=w828-h552-k-no,,FALSE,TRUE,
DESIGNPANOPTIKUM,2021-10-28 09:52:32,GoogleMaps,"Poststraße 7, 10178 Berlin, Germany",4.7,292,"('SRID=4326;POINT (13.4059631 52.5168738)',)",Surreal museum for industrial objects.,"Museums, Art",https://www.visitberlin.de/system/files/styles/visitberlin_bleed_header_visitberlin_desktop_2x/private/image/Designpanoptikum_Trompetennase_Foto_Vlad_Korneev_DL_PPT_0.jpg.webp?h=f1bf6a28&itok=TWZxCk98,,FALSE,TRUE,
Hemp Museum,2021-10-28 09:55:50,GoogleMaps,"Mühlendamm 5, 10178 Berlin, Germany",4.4,321,"('SRID=4326;POINT (13.4079956 52.5164289)',)","Small museum dedicated to hemp & its uses. Museum tracing the biology & history of hemp & its medicinal, commercial & recreational uses.",Museums,https://www.berlin.de/binaries/asset/image_assets/3889003/source/1433832241/624x468/,,FALSE,TRUE,
Trabi-Museum,2021-10-28 09:55:56,GoogleMaps,"Zimmerstraße 14-15, 10969 Berlin, Germany",4.2,351,"('SRID=4326;POINT (13.3889097 52.507481)',)","Collection of cult East German cars. Exhibit showcasing vintage GDR Trabant cars, from police vehicles to open-top models & campers.",Museums,https://www.visitberlin.de/system/files/styles/visitberlin_bleed_header_visitberlin_desktop_1x/private/image/image002_c_Trabi_Museum_DL_PPT_0.jpg.webp?h=a0ecf11c&itok=VgrnaWUs,,FALSE,TRUE,
Neue Nationalgalerie,2021-10-28 09:56:15,GoogleMaps,"Potsdamer Str. 50, 10785 Berlin, Germany",4.5,439,"('SRID=4326;POINT (13.367604 52.5069946)',)",20th-century art in glass & steel museum. European & American 20th-century masterpieces on display in Mies van der Rohe-designed museum.,Art,https://lh5.googleusercontent.com/p/AF1QipNsD6hXAWUib2cvE0sAZkJQmXsI0vOsT0tmpQT3=w732-h552-k-no,,FALSE,TRUE,
Museum Blindenwerkstatt Otto Weidt,2021-10-28 09:55:56,GoogleMaps,"Rosenthaler Str. 39, 10178 Berlin, Germany",4.5,459,"('SRID=4326;POINT (13.402697799999999 52.5242241)',)",Exploration of a World War II factory. Tours are given of the 1940s factory where Otto Weidt protected his Jewish workers from persecution.,"Museums, Historic Sites",https://lh5.googleusercontent.com/p/AF1QipMK0XL3QjRyudM9T5yjljrvHxCaY2KGVimAEnGu=w732-h552-k-no,,FALSE,TRUE,
DDR Museum: Motorrad,2021-10-28 09:55:38,GoogleMaps,"Rochstraße 14c, 10178 Berlin, Germany",4.4,492,"('SRID=4326;POINT (13.4079418 52.5229298)',)","Museum of East German motorcycles. Motorcycles, scooters & mopeds from the former East Germany in quirky museum under railway arches.","Museums, Culture",https://lh5.googleusercontent.com/p/AF1QipMvDOX8jqAQI5ovSQNVSp1Lz_jWlbCvYJRCdR2L=w978-h552-k-no,,FALSE,TRUE,
Deutsche Kinemathek,2021-10-28 09:55:55,GoogleMaps,"Potsdamer Str. 2, 10785 Berlin, Germany",4.5,610,"('SRID=4326;POINT (13.373709199999999 52.509553999999994)',)","Museum of German film & television. Exhibitions on film-making in Germany from the silent movie era, through WWII to modern times.",Museums,https://lh5.googleusercontent.com/p/AF1QipMqDVswQ_YMK3ON8n6RzxaJPd_aJJ03vdfoonab=w822-h552-k-no,,FALSE,TRUE,
Museum of Musical Instruments,2021-10-28 09:52:40,GoogleMaps,"Ben-Gurion-Straße, 10785 Berlin, Germany",4.4,698,"('SRID=4326;POINT (13.3711111 52.5102778)',)","Instruments from the 16th century onward. Collection of 3,500+ musical instruments from the 1500s to the present, with guided tours some days.","Museums, Music",https://lh5.googleusercontent.com/p/AF1QipMoZ6VoQ3qSLwRQePN1L03G-T4S4ksTwqSKydbo=w732-h552-k-no,,FALSE,TRUE,
Neptunbrunnen,2021-10-28 10:00:24,GoogleMaps,"Rathausstraße 1, 10178 Berlin, Germany",4.5,8886,"('SRID=4326;POINT (13.406842999999999 52.5196058)',)","Ornate late 19th-century fountain. Fountain depicting the Roman god of water, Neptune, & 4 women representing Prussia's main rivers.","Architecture, Art",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Neptunbrunnen_B-Mitte_06-2017.jpg/1280px-Neptunbrunnen_B-Mitte_06-2017.jpg?1635772253379,,FALSE,TRUE,
Schwules Museum,2021-10-28 09:55:50,GoogleMaps,"Lützowstraße 73, 10785 Berlin, Germany",4,758,"('SRID=4326;POINT (13.358217499999999 52.5042961)',)",Museum with exhibitions about LGBT life. The world's first LGBT-oriented museum with exhibits looking at topics reflecting gay lifestyles.,Museums,https://lh5.googleusercontent.com/p/AF1QipOrrnsr7gN2loqSnii-ecYFEGwVHQEb0GQoBm4=w828-h552-k-no,,FALSE,TRUE,
Magicum - Berlin Magic Museum,2021-10-28 09:55:29,GoogleMaps,"Große Hamburger Str. 17, 10115 Berlin, Germany",4,803,"('SRID=4326;POINT (13.3990364 52.5247679)',)","Hands-on collection of folklore & magic. Collection of esoteric, religious & folkloric objects, with hands-on exhibits & magic workshops.",Museums,https://www.magicum-berlin.de/wp-content/uploads/2021/02/header_fuehrung.jpg,,FALSE,TRUE,
Anne Frank Center,2021-10-28 09:56:01,GoogleMaps,"Rosenthaler Str. 39, 10178 Berlin, Germany",4.4,903,"('SRID=4326;POINT (13.4023959 52.524240999999996)',)","Multimedia exhibits on the WWII diarist. Gallery chronicling Anne Frank's life through photos, maps & films, with related street art outside.","Museums, Art",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Anne-frank-zentrum.jpg/640px-Anne-frank-zentrum.jpg?1635776699585,,FALSE,TRUE,
Museum at the Kulturbrauerei,2021-10-28 09:55:29,GoogleMaps,"Knaackstraße 97, 10435 Berlin, Germany",4.5,1088,"('SRID=4326;POINT (13.413983799999999 52.5403789)',)",Exhibits on everyday life in the GDR. Cultural museum with exhibits illuminating the daily lives of East Germans in the 1970s & 1980s.,"Museums, Culture, Historic Sites",https://lh5.googleusercontent.com/p/AF1QipMTyPd-Kzdmo7LmB8iZqJuvC-ZXEYuBZ0ZM8ycJ=w828-h552-k-no,,FALSE,TRUE,
The Story of Berlin,2021-10-28 10:00:18,GoogleMaps,"Kurfürstendamm 207-208, 10719 Berlin, Germany",4.1,1297,"('SRID=4326;POINT (13.323611099999999 52.5019444)',)",Museum with a multimedia show & bunker. Interactive museum with a multimedia show about Berlin's history & a tour through a nuclear bunker.,"Museums, Amusements",https://lh5.googleusercontent.com/p/AF1QipNKXhWWM7bXPu_khzpa7sTMValthr9rB1WcghL0=w480-h636-k-no,,FALSE,TRUE,
German Resistance Memorial Center,2021-10-28 09:56:10,GoogleMaps,"Stauffenbergstraße 13, 10785 Berlin, Germany",4.6,1457,"('SRID=4326;POINT (13.3626857 52.5076967)',)","Museum of German resistance to Nazism. Exhibits in former navy complex, centered on a courtyard where resistance fighters were executed.","Museums, Historic Sites",https://lh5.googleusercontent.com/p/AF1QipP-zcP7PohnrT8z08R-nSFqRCbZeHfyb-W-prZw=w828-h552-k-no,,FALSE,TRUE,
Ramones Museum,2021-10-28 09:55:54,GoogleMaps,"Oberbaumstraße 5, 10997 Berlin, Germany",4.7,1511,"('SRID=4326;POINT (13.4432551 52.5012143)',)",Museum dedicated to the American punk rock band the Ramones.,Museums,https://www.berlin.de/binaries/asset/image_assets/3221819/source/1619012635/624x468/,,FALSE,TRUE,
THE WALL - asisi Panorama Berlin,2021-10-28 09:59:51,GoogleMaps,"Friedrichstraße 205, 10117 Berlin, Germany",4.3,1642,"('SRID=4326;POINT (13.3895877 52.507787699999994)',)","This Panorama, created by architect and artist Yadegar Asisi combines photographs, drawings and paintings together to create an immersive experience of the Berlin Wall depicting a typical Autumn day in the 1980's.","Museums, Art",https://lh5.googleusercontent.com/p/AF1QipPCk8f0v2DFfU7chM6AJm3z4zSEdowEtH9GqLrC=w732-h552-k-no,,FALSE,TRUE,
Dali - The exhibition at Potsdamer Platz,2021-10-28 09:55:37,GoogleMaps,"Leipziger Pl. 7, 10117 Berlin, Germany",4,1802,"('SRID=4326;POINT (13.3785645 52.508650499999995)',)","Art museum with works by Salvador Dali. Art gallery exhibiting works by Salvador Dali, the Surrealist artist, with guided tours & a shop.","Museums, Art",https://lh5.googleusercontent.com/p/AF1QipPs9-pjc3KeEAZDt83PbYeh9V4ClQiDG306olhr=w732-h552-k-no,,FALSE,TRUE,
House of the Wannsee Conference,2021-10-28 09:50:17,GoogleMaps,"Am Großen Wannsee 56-58, 14109 Berlin, Germany",4.6,1930,"('SRID=4326;POINT (13.165461299999999 52.432919299999995)',)","Holocaust memorial museum in Nazi villa. Lakeside villa where Nazis planned the annihilation of European Jewry, now a memorial museum.","Historic Sites, Museums",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Haus_der_Wannsee-Konferenz_02-2014.jpg/1920px-Haus_der_Wannsee-Konferenz_02-2014.jpg,,FALSE,TRUE,
Illuseum Berlin,2021-10-28 09:55:37,GoogleMaps,"Karl-Liebknecht-Str. 9, 10178 Berlin, Germany",4.1,2601,"('SRID=4326;POINT (13.406989 52.5215677)',)","Visual tricks & immersive installations. Holograms, optical illusions & a vortex tunnel in an interactive gallery with educational games.","Museums, Amusements",https://www.illuseum-berlin.de/wp-content/uploads/2019/11/R3_05664-2.jpg,,FALSE,TRUE,
Gemäldegalerie,2021-10-28 09:52:35,GoogleMaps,"Matthäikirchplatz, 10785 Berlin, Germany",4.6,2791,"('SRID=4326;POINT (13.366013599999999 52.5090131)',)","Fine-art museum with notable collection. European 13th-18th-century masterpieces, including works by Rembrandt & Rubens, in a modern museum.","Museums, Art",https://lh5.googleusercontent.com/p/AF1QipMPFeT5OaVQrxZrhLTL2nk6sNmL2vNs-zRAhFz1=w732-h552-k-no,,FALSE,TRUE,
Berlinische Galerie,2021-10-28 09:48:28,GoogleMaps,"Alte Jakobstraße 124-128, 10969 Berlin, Germany",4.5,2987,"('SRID=4326;POINT (13.3981579 52.5039563)',)","Berlin art displayed in former warehouse. Modern museum for fine art, photography & architecture created in Berlin from 1870 to the present.","Art, Museums",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Berlinische_Galerie_aussen.JPG/640px-Berlinische_Galerie_aussen.JPG?1635412908013,,FALSE,TRUE,
Neue Kirche,2021-10-28 09:52:38,GoogleMaps,"Gendarmenmarkt 1-2, 10117 Berlin, Germany",4.5,958,"('SRID=4326;POINT (13.392544099999999 52.5127168)',)",Cathedral housing democracy exhibition. 18th-century structure including displays on the parliamentary democracy of the German Bundestag.,"Architecture, Religion",https://lh5.googleusercontent.com/p/AF1QipO5R4gUws75fxZPre1MpVYyVRlKbGHf279beNhK=w732-h552-k-no,,FALSE,TRUE,
Berlin Story Bunker,2021-10-28 09:55:38,GoogleMaps,"Schöneberger Str. 23A, 10963 Berlin, Germany",4.4,3790,"('SRID=4326;POINT (13.3803901 52.5029008)',)",City history in a WWII air-raid shelter. Subterranean museum tracing 800 years of city history with a reconstruction of Hitler's bunker.,"Historic Sites, Museums",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Berlin_-_Anhalter_Hochbunker_Berlin_Story_Bunker.jpg/800px-Berlin_-_Anhalter_Hochbunker_Berlin_Story_Bunker.jpg,,FALSE,TRUE,
BODY WORLDS museum,2021-10-28 09:55:29,GoogleMaps,"Panoramastraße 1A, 10178 Berlin, Germany",4.5,3991,"('SRID=4326;POINT (13.4092793 52.520713199999996)',)","Scientific displays about human beings. Culture & science exhibits about what it is to be human, including anatomy, medicine & healthcare.",Museums,https://lh5.googleusercontent.com/p/AF1QipMjkTDahGkDtYJwjGC71VTWC60bylgMXUcAcEHF=w480-h636-k-no,,FALSE,TRUE,
Tempelhof Airport,2021-10-28 09:50:14,GoogleMaps,"Platz d. Luftbrücke 5, 12101 Berlin, Germany",4.5,4041,"('SRID=4326;POINT (13.389066099999999 52.482495)',)","Old military airport now a park & museum. Former military airport now a park, museum & events space, with several themed guided tours.","Historic Sites, Museums",https://lh5.googleusercontent.com/p/AF1QipOteSVCsu8fs-V9ln_YssagG9W_UUhBW7k2C3Zm=w732-h552-k-no,,FALSE,TRUE,
Neues Museum,2021-10-28 09:50:08,GoogleMaps,"Bodestraße 1-3, 10178 Berlin, Germany",4.5,8548,"('SRID=4326;POINT (13.397646199999999 52.520134899999995)',)",Museum of ancient art & archaeology. Grand 19th-century museum with collections of Egyptian artwork & prehistoric archaeology.,"Museums, Popular, Art, Architecture",https://lh5.googleusercontent.com/p/AF1QipM__2YzQTQgX6ylvtE1OgBRHPR_5TK3jyO0bKc=w480-h636-k-no,,FALSE,TRUE,
New Synagogue Berlin,2021-10-28 09:59:37,GoogleMaps,"Oranienburger Str. 28-30, 10117 Berlin, Germany",4,1623,"('SRID=4326;POINT (13.3941787 52.5249168)',)","Landmark synagogue with a gilded dome. Restored 1800s synagogue with landmark gilded dome, housing an exhibition on its harrowing history.","Religion, Historic Sites, Architecture",https://lh5.googleusercontent.com/p/AF1QipNkQcEiVXIs1Bfvr4NkcyxExvhN1_rvtAz4wo5Q=w480-h636-k-no,,FALSE,TRUE,
German Spy Museum,2021-10-28 09:55:56,GoogleMaps,"Leipziger Pl. 9, 10117 Berlin, Germany",4.3,10219,"('SRID=4326;POINT (13.379236599999999 52.5087676)',)","Spy museum with hands-on displays. Museum tracing the history of espionage with interactive exhibits, gadgets & props from Bond movies.",Museums,https://lh5.googleusercontent.com/p/AF1QipPSoPCQaKEA6CeaR0CiDa8TQmscyQfegL7nHhJd=w852-h552-k-no,,FALSE,TRUE,
Jewish Museum Berlin,2021-10-28 09:50:12,GoogleMaps,"Lindenstraße 9-14, 10969 Berlin, Germany",4.2,11867,"('SRID=4326;POINT (13.3954469 52.5023115)',)","German-Jewish history & culture. Striking, contemporary building with exhibits tracing German-Jewish history and Holocaust memorial.","Museums, Historic Sites",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Jewish_Museum_Berlin_02.JPG/1920px-Jewish_Museum_Berlin_02.JPG?1635866056453,,FALSE,TRUE,
German Museum of Technology,2021-10-28 09:55:56,GoogleMaps,"Trebbiner Str. 9, 10963 Berlin, Germany",4.6,14597,"('SRID=4326;POINT (13.3778846 52.4986982)',)","Museum of vehicles, science & technology. Transport & technological museum with an airplane on the roof, set in a green park with windmills.","Museums, Popular",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/0106-01b_DTMB.jpg/1024px-0106-01b_DTMB.jpg?1635866167567,,FALSE,TRUE,
Madame Tussauds Berlin,2021-10-28 09:55:58,GoogleMaps,"Unter den Linden 74, 10117 Berlin, Germany",4.3,14613,"('SRID=4326;POINT (13.381593599999999 52.5168877)',)",Wax museum featuring notable Americans. Museum chain for life-size wax replicas of famous Americans & historic icons in themed galleries.,"Museums, Amusements, Popular",https://lh5.googleusercontent.com/p/AF1QipP7iOLYKMcPQqrzhA_WcFU6AB8en3U6D1sgU3Iw=w828-h552-k-no,,FALSE,TRUE,
DDR Museum,2021-10-28 09:50:08,GoogleMaps,"Karl-Liebknecht-Str. 1, 10178 Berlin, Germany",4.3,17863,"('SRID=4326;POINT (13.402733099999999 52.519607699999995)',)",Interactive museum of East German life. Everyday life in pre-unified Germany showcased in museum of interactive exhibits.,"Museums, Popular",https://lh5.googleusercontent.com/p/AF1QipNnxJwBaGCBd3EPvNd8WMBiyTCi-Hj1IcJZh2OF=w978-h552-k-no,,FALSE,TRUE,
Norman Tower on the Ruinenberg,2021-10-28 09:53:10,GoogleMaps,"Ruinenberg, 14469 Potsdam, Germany",4.6,457,"('SRID=4326;POINT (13.038763099999999 52.410135999999994)',)","Water basin created by Frederick the Great, decorated with fake ruins.",Architecture,https://lh5.googleusercontent.com/p/AF1QipPT_J4NZOd_9co4Qc7ZcI9nc-Ofl6xschRP7ino=w978-h552-k-no,,FALSE,TRUE,
Old City Hall,2021-10-28 09:52:51,GoogleMaps,"Klosterstraße 47, 10179 Berlin, Germany",4.3,310,"('SRID=4326;POINT (13.4115255 52.516588399999996)',)","Former administrative building in Berlin, currently used by the Senate.","Architecture, Historic Sites",https://lh5.googleusercontent.com/p/AF1QipNCLI-dRRP5-jWOhmc8A5zC5_disOg5pOMt-bOp=w732-h552-k-no,,FALSE,TRUE,
